absolute_magnitude_h,close_approach_date,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,relative_velocity_kph,relative_velocity_kps,relative_velocity_mph,estimated_max_diameter_kilometers,estimated_min_diameter_kilometers,estimated_max_diameter_miles,estimated_min_diameter_miles,id,is_potentially_hazardous,is_sentry_object,name
24.4,2018-01-11,0.0929276629,36.1488608681,13901780.433918023,8638165.8045657974,27152.9704226415,7.5424917841,16871.7998717796,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3797674,False,False,(2018 AB12)
24.7,2018-01-11,0.027168934,10.568715326,4064414.65657058,2525510.158130804,47314.5149454142,13.1429208182,29399.3995781658,0.0682401509,0.0305179233,0.0424024508,0.0189629525,3797494,False,False,(2018 AE4)
26.4,2018-01-11,0.2041574495,79.4172478555,30541519.589832565,18977620.269176797,16516.4188028064,4.5878941119,10262.6603388882,0.0311917671,0.0139493823,0.0193816595,0.0086677416,3824981,False,False,(2018 KR)
26.0,2018-01-11,0.3224255906,125.4235547434,48234181.587252022,29971330.6492490236,29191.4122429221,8.108725623,18138.4083461646,0.0375007522,0.0167708462,0.0233018799,0.0104209175,3825059,False,False,(2018 LB)
23.1,2018-01-11,0.084934749,33.039617361,12706057.53938463,7895178.050702694,40236.8593035712,11.1769053621,25001.6196044884,0.1425738833,0.063760979,0.0885912765,0.0396192233,3792437,False,False,(2017 XR61)
20.9,2018-01-11,0.4612551469,179.4282521441,69002787.502777103,42876343.9517379014,59188.104226129,16.4411400628,36777.1862065077,0.3926810818,0.1756123185,0.2440006365,0.1091204019,2190491,False,False,190491 (2000 FJ10)
25.4,2018-01-11,0.4555270388,177.2000180932,68145874.731887356,42343883.0464472728,69175.434522393,19.2153984784,42982.924856428,0.0494356193,0.022108281,0.0307178602,0.0137374447,3837593,False,False,(2019 AQ2)
22.7,2018-01-12,0.2617871386,101.8351969154,39162798.327954782,24334634.4689967116,35865.3661179538,9.9626016994,22285.3437414586,0.1714115092,0.0766575574,0.1065101409,0.0476327831,3781974,False,False,(2017 ST19)
27.0,2018-01-12,0.3745832396,145.7128802044,56036854.781859652,34819686.9511091176,64093.7351386735,17.8038153163,39825.3544810274,0.023661375,0.0105816886,0.0147024923,0.0065751544,3743616,False,False,(2016 CN194)
23.7,2018-01-12,0.2158586992,83.9690339888,32292001.621290704,20065319.3662475552,64788.9632666784,17.9969342407,40257.3422031203,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3655396,False,False,(2013 YQ2)
18.7,2018-01-12,0.1915278396,74.5043296044,28652156.849861652,17803624.7014567176,47613.7404937652,13.226039026,29585.3266973621,1.0815335068,0.4836764882,0.6720335566,0.3005425432,3714582,False,False,(2015 FH120)
25.7,2018-01-12,0.0403161922,15.6829987658,6031216.479630614,3747624.1408019132,34020.7357422233,9.4502043728,21139.1621616053,0.0430566244,0.0192555078,0.0267541378,0.0119648141,3797670,False,False,(2018 AZ11)
25.0,2018-01-12,0.4605309316,179.1465323924,68894446.436475692,42809023.9348088696,17258.9438143514,4.7941510595,10724.0365050896,0.0594346868,0.02658,0.0369309908,0.0165160412,3780741,False,False,(2017 QU1)
24.1,2018-01-12,0.110687804,43.057555756,16558659.71337748,10289074.035190024,41990.8024413504,11.6641117893,26091.4516614046,0.0899580388,0.040230458,0.0558973165,0.0249980399,3795096,False,False,(2017 YU5)
25.4,2018-01-12,0.0342587281,13.3266452309,5125032.752669147,3184547.6830703486,28095.6359981775,7.8043433328,17457.5356012009,0.0494356193,0.022108281,0.0307178602,0.0137374447,3797677,False,False,(2018 AC12)
24.8,2018-01-12,0.055893787,21.742683143,8361591.48143369,5195652.020977322,42737.3848679918,11.8714957967,26555.3489475586,0.0651688382,0.0291443905,0.0404940262,0.018109479,3797456,False,False,(2018 AN2)
19.9,2018-01-12,0.2547170847,99.0849459483,38105133.323729589,23677431.9102587682,72458.8066583723,20.127446294,45023.0846150314,0.6223575734,0.2783267681,0.3867149477,0.1729441822,3795109,False,False,(2017 YN6)
34.282,2018-01-12,0.0001134346,0.0441260594,16969.574544302,10544.4046712876,23624.6162893417,6.5623934137,14679.417827119,0.0008272561,0.0003699602,0.000514033,0.0002298825,3799865,False,False,(2018 DM4)
22.4,2018-01-12,0.2177466399,84.7034429211,32574433.528697013,20240814.4156962594,31016.0212591659,8.6155614609,19272.1494318412,0.1968067451,0.0880146521,0.122290004,0.0546897524,3792460,False,False,(2017 XC62)
18.6,2018-01-12,0.1915280375,74.5044065875,28652186.455280125,17803643.097410725,47613.7470797669,13.2260408555,29585.3307896474,1.1325046106,0.5064714588,0.7037055224,0.3147066768,2511808,False,False,511808 (2015 FH120)
18.0,2018-01-12,0.3194303944,124.2584234216,47786106.615499928,29692909.7723498864,80823.5366104462,22.4509823918,50220.6025121964,1.4929318344,0.6676594135,0.9276645469,0.4148641974,2348314,True,False,348314 (2005 BC)
19.5,2018-01-12,0.4033067986,156.8863446554,60333838.027078982,37489708.5291426716,53340.0693497892,14.8166859305,33143.4447579287,0.7482383761,0.3346223745,0.464933628,0.2079246394,3468430,False,False,(2009 SZ99)
24.0,2018-01-12,0.0500542098,19.4710876122,7488003.170613126,4652829.4156520988,53575.4725795948,14.8820757166,33289.7151703599,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3625068,False,False,(2013 BO27)
26.3,2018-01-13,0.022191794,8.632607866,3319845.11387878,2062856.097855964,43612.6335203894,12.1146204223,27099.1944227109,0.0326617897,0.0146067964,0.020295089,0.0090762397,3797909,False,False,(2018 BO5)
21.8,2018-01-13,0.4450734484,173.1335714276,66582039.874194908,41372161.1252214104,103853.5811585068,28.8482169885,64530.5765815177,0.2594418179,0.1160259082,0.1612096218,0.0720951346,3172331,False,False,(2004 BM11)
24.4,2018-01-13,0.0662440649,25.7689412461,9909971.009181763,6157770.4454958094,19102.0736111009,5.3061315586,11869.2856835199,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3799281,False,False,(2018 CM2)
17.6,2018-01-13,0.4918891508,191.3448796612,73585569.235788796,45723952.4752695448,167365.7229734716,46.4904786037,103994.5515887107,1.7948988478,0.8027031673,1.115298092,0.4987764698,3790129,False,False,(2017 XD)
25.0,2018-01-13,0.3654094381,142.1442714209,54664473.617656847,33966928.8385926086,28514.6205358637,7.9207279266,17717.876299076,0.0594346868,0.02658,0.0369309908,0.0165160412,3836310,False,False,(2018 WW1)
25.882,2018-01-13,0.351234071,136.630053619,52543868.89302877,32649246.164466226,71798.6100492252,19.944058347,44612.86411642,0.0395949664,0.0177074073,0.0246031639,0.0110028694,3843324,False,False,(2019 OB)
22.6,2018-01-13,0.1412878108,54.9609584012,21136355.552642996,13133522.3308895048,30263.3353643281,8.4064820456,18804.4596879071,0.1794898848,0.0802703167,0.1115298092,0.049877647,3797491,False,False,(2018 AD4)
28.0,2018-01-13,0.1727125162,67.1851688018,25837424.545860494,16054631.1496590572,14767.7800549618,4.1021611264,9176.1242235956,0.0149293183,0.0066765941,0.0092766455,0.004148642,3781318,False,False,(2017 RB)
17.9,2018-01-14,0.4591828086,178.6221125454,68692770.107177682,42683708.0747567316,123756.4136095992,34.3767815582,76897.4226675868,1.5632915441,0.6991252322,0.97138403,0.4344161447,2285990,False,False,285990 (2001 SK9)
28.6,2018-01-14,0.0029853579,1.1613042231,446603.183027673,277506.3497929674,27631.0955026824,7.6753043063,17168.8882027639,0.0113250461,0.0050647146,0.0070370552,0.0031470668,3797461,False,False,(2018 AS2)
27.4,2018-01-14,0.0070110478,2.7272975942,1048837.817348186,651717.5991535268,33390.7732846109,9.2752148013,20747.727988985,0.0196806745,0.0088014652,0.0122290004,0.0054689752,3797462,False,False,(2018 AU2)
25.4,2018-01-14,0.1985897938,77.2514297882,29708610.156219206,18460074.3460528028,11431.1669534738,3.1753241537,7102.8825995071,0.0494356193,0.022108281,0.0307178602,0.0137374447,3797693,False,False,(2018 AO12)
24.5,2018-01-14,0.0516403636,20.0881014404,7725288.400585532,4800271.6205710616,53771.2069918734,14.9364463866,33411.336922256,0.0748238376,0.0334622374,0.0464933628,0.0207924639,3797910,False,False,(2018 BE5)
23.2,2018-01-14,0.0868089622,33.7686862958,12986435.842030514,8069397.0493245332,20716.3863792445,5.754551772,12872.3568588144,0.1361570015,0.0608912622,0.0846040122,0.0378360645,3795102,False,False,(2017 YA6)
23.7,2018-01-14,0.11617558,45.19230062,17379619.3140146,10799194.67641748,26078.1234560925,7.2439231822,16203.9317663703,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3799248,False,False,(2018 CD1)
21.5,2018-01-14,0.3368719129,131.0431741181,50395320.632665523,31314200.1823812974,47914.5657986658,13.3096016107,29772.2478430654,0.2978790628,0.1332155667,0.1850934111,0.0827762899,2348306,True,False,348306 (2005 AY28)
23.1,2018-01-14,0.097759767,38.028549363,14624652.91489629,9087337.935857202,39364.6166154133,10.9346157265,24459.6419186161,0.1425738833,0.063760979,0.0885912765,0.0396192233,3395956,False,False,(2007 WM3)
24.0,2018-01-14,0.029194853,11.356797817,4367487.82376311,2713831.091666518,29139.0477951336,8.0941799431,18105.871114704,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3797901,False,False,(2018 BG5)
26.563,2018-01-14,0.0858717396,33.4041067044,12846229.337354652,7982276.7671401176,22278.5885422603,6.1884968173,13843.0485306062,0.0289360988,0.0129406168,0.0179800527,0.008040924,3837718,False,False,(2019 AU6)
23.9,2018-01-14,0.0468215146,18.2135691794,7004398.854333902,4352331.6277837676,47294.7961511984,13.1374433753,29387.1470862822,0.0986370281,0.04411182,0.0612901888,0.0274098057,3795026,False,False,(2017 YU3)
27.8,2018-01-15,0.4144173927,161.2083657603,61995959.238873549,38522502.7588470162,29353.1319419124,8.1536477616,18238.8946780177,0.016369672,0.0073207399,0.0101716395,0.0045488955,3647013,False,False,(2013 QP48)
24.8,2018-01-15,0.0423964739,16.4922283471,6342422.190950593,3940998.4029324634,27286.8276145489,7.5796743374,16954.9735252735,0.0651688382,0.0291443905,0.0404940262,0.018109479,3797675,False,False,(2018 AA12)
23.9,2018-01-15,0.1836595908,71.4435808212,27475083.588751596,17072225.2924441848,7828.5000276636,2.174583341,4864.3254755224,0.0986370281,0.04411182,0.0612901888,0.0274098057,3653692,False,False,(2013 VM13)
25.0,2018-01-15,0.1234191643,48.0100549127,18463244.096460041,11472527.8933529258,27815.7607115774,7.7266001977,17283.6319821465,0.0594346868,0.02658,0.0369309908,0.0165160412,3797477,False,False,(2018 AM3)
24.9,2018-01-15,0.3631365151,141.2601043739,54324449.178182837,33755647.4491516706,55603.0517610668,15.4452921559,34549.5740234251,0.0622357573,0.0278326768,0.0386714948,0.0172944182,3733297,False,False,(2015 VV2)
25.0,2018-01-15,0.0277986823,10.8136874147,4158623.660886701,2584048.9189344338,24909.8536793859,6.9194037998,15478.0143598384,0.0594346868,0.02658,0.0369309908,0.0165160412,3797668,False,False,(2018 AT11)
25.0,2018-01-15,0.0280295978,10.9035135442,4193168.127836686,2605513.8553548268,32074.0657431994,8.9094627064,19929.5771280452,0.0594346868,0.02658,0.0369309908,0.0165160412,3797699,False,False,(2018 BB)
28.1,2018-01-15,0.0011174011,0.4346690279,167160.824495657,103868.9198757866,24731.5774218246,6.8698826172,15367.2404263554,0.0142573883,0.0063760979,0.0088591276,0.0039619223,3797713,False,False,(2018 BW)
28.7,2018-01-15,0.0171197172,6.6595699908,2561073.228122364,1591377.1108180632,343.6386171404,0.0954551714,213.5236729671,0.0108153351,0.0048367649,0.0067203356,0.0030054254,3797463,False,False,(2018 AV2)
34.282,2018-01-15,0.0001117397,0.0434667433,16716.021114439,10386.8538756982,23818.7206283694,6.6163112857,14800.0267148887,0.0008272561,0.0003699602,0.000514033,0.0002298825,3799865,False,False,(2018 DM4)
19.7,2018-01-15,0.4309809137,167.6515754293,64473826.700173819,40062178.2035999422,94027.7734824953,26.1188259674,58425.2018063871,0.6824015094,0.3051792326,0.4240245083,0.1896295249,3781006,False,False,(2017 QY16)
25.3,2018-01-16,0.3127227649,121.6491555461,46782659.529550763,29069396.6658280094,56745.6464226492,15.7626795618,35259.5379118956,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3402134,False,False,(2008 CL20)
19.2,2018-01-16,0.3790134906,147.4362478434,56699610.895025022,35231504.5035964236,65485.2146942588,18.1903374151,40689.9657637743,0.8590926012,0.3841978911,0.5338152287,0.2387294278,3648749,False,False,(2013 SC25)
20.8,2018-01-16,0.4103804416,159.6379917824,61392039.953019392,38147244.7155639296,44447.6640058355,12.346573335,27618.0498929593,0.411187571,0.1838886721,0.2555000322,0.1142630881,3797457,False,False,(2018 AH2)
25.9,2018-01-16,0.0311457528,12.1156978392,4659338.278426536,2895178.5550007568,48621.3723825671,13.5059367729,30211.429967379,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3797455,False,False,(2018 AM2)
29.5,2018-01-16,0.0008769712,0.3411417968,131193.023571344,81519.5647347872,31905.5172814902,8.8626436893,19824.8476686015,0.0074823838,0.0033462237,0.0046493363,0.0020792464,3797755,False,False,(2018 BR1)
27.1,2018-01-16,0.0222687181,8.6625313409,3331352.795390447,2070006.6395722886,22505.0666205108,6.2514073946,13983.7732009502,0.0225964377,0.0101054342,0.0140407711,0.0062792237,3797757,False,False,(2018 BW1)
18.5,2018-01-16,0.2359250071,91.7748277619,35293878.541894877,21930599.1905362226,68082.1653504276,18.9117125973,42303.6099089921,1.1858779086,0.5303407233,0.7368701419,0.3295383456,3792468,False,False,(2017 YH)
22.8,2018-01-16,0.176994934,68.851029326,26478065.12719058,16452706.747886804,29828.2879005434,8.2856355279,18534.1381124237,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3825562,False,False,(2018 NV)
19.2,2018-01-16,0.3790135359,147.4362654651,56699617.671808533,35231508.7144944354,65485.2187669421,18.1903385464,40689.9682943813,0.8590926012,0.3841978911,0.5338152287,0.2387294278,2471956,False,False,471956 (2013 SC25)
25.9,2018-01-16,0.2622206559,102.0038351451,39227651.592642933,24374932.4190331554,32745.0675811523,9.0958521059,20346.5115756332,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3763275,False,False,(2016 VZ)
18.6,2018-01-16,0.0707434432,27.5191994048,10583068.419185984,6576013.7818712192,55994.084309156,15.5539123081,34792.5464419864,1.1325046106,0.5064714588,0.7037055224,0.3147066768,2438017,False,False,438017 (2003 YO3)
22.1,2018-01-16,0.4251958622,165.4011903958,63608395.317933514,39524424.0786659332,78614.9549507387,21.8374874863,48848.2757581409,0.2259643771,0.1010543415,0.140407711,0.0627922373,3554011,False,False,(2010 XX72)
24.1,2018-01-16,0.2485552678,96.6879991742,37183338.640159586,23104655.2538948468,23293.0752436486,6.4702986788,14473.4111145882,0.0899580388,0.040230458,0.0558973165,0.0249980399,3759755,False,False,(2016 SP2)
19.5,2018-01-17,0.3545193265,137.9080180085,53035336.118234555,32954629.737384659,78745.560687464,21.8737668576,48929.4290838301,0.7482383761,0.3346223745,0.464933628,0.2079246394,3639232,False,False,(2013 KY5)
26.1,2018-01-17,0.0036026676,1.4014376964,538951.399278012,334888.8705080856,33167.043164025,9.2130675456,20608.7107926688,0.0358129403,0.0160160338,0.0222531225,0.0099518989,3797498,False,False,(2018 AG4)
25.7,2018-01-17,0.0122232865,4.7548584485,1828577.624799755,1136225.448576419,78127.8540314566,21.7021816754,48545.6101897125,0.0430566244,0.0192555078,0.0267541378,0.0119648141,3797852,False,False,(2018 BB3)
25.0,2018-01-17,0.0443032552,17.2339662728,6627672.611986424,4118244.7955396912,46382.171760274,12.8839366001,28820.0777807102,0.0594346868,0.02658,0.0369309908,0.0165160412,3797695,False,False,(2018 BA)
23.7,2018-01-17,0.0572943259,22.2874927751,8571109.117725833,5325840.2432611754,70926.6971600197,19.7018603222,44071.0913547911,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3797756,False,False,(2018 BX1)
25.3,2018-01-17,0.2180778882,84.8322985098,32623987.568818134,20271605.8684088892,29138.7365332123,8.0940934814,18105.6777086507,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3779046,False,False,(2017 OE20)
20.5,2018-01-17,0.3433124683,133.5485501687,51358814.002122521,31912887.2006759498,91296.3095829396,25.3600859953,56727.9763627993,0.4721064988,0.2111324448,0.2933532873,0.1311915784,3009717,False,False,(1997 AC11)
24.2,2018-01-17,0.1069277431,41.5948920659,15996162.611667197,9939554.5436214386,23483.9999601794,6.5233333223,14592.0443085903,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3766966,False,False,(2017 BS5)
25.3,2018-01-17,0.0533222328,20.7423485592,7976892.450524136,4956611.1276436368,39717.1385661402,11.0325384906,24678.6853496108,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3797676,False,False,(2018 AU11)
22.539,2018-01-17,0.2025510327,78.7923517203,30301203.058220349,18828294.5007608562,79874.9443718359,22.1874845477,49631.1841848222,0.1846035204,0.0825572041,0.1147072741,0.0512986525,3837932,False,False,(2019 AY13)
25.6,2018-01-17,0.3684302375,143.3193623875,55116378.773594125,34247729.681583925,49168.4505357542,13.6579029266,30551.363056508,0.0450858206,0.0201629919,0.0280150214,0.0125286985,3776011,False,False,(2017 MZ2)
21.525,2018-01-17,0.1160818379,45.1558349431,17365595.695525273,10790480.8039558474,18038.2697417256,5.0106304838,11208.2793292405,0.2944692694,0.1316906607,0.1829746644,0.0818287575,3843107,False,False,(2019 NC1)
25.3,2018-01-18,0.0559732808,21.7736062312,8373483.584591896,5203041.4312283248,23165.0272910494,6.4347298031,14393.8470964857,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3797850,False,False,(2018 BC3)
26.596,2018-01-18,0.1444927947,56.2076971383,21615814.317467289,13431444.1925310282,17258.0044097431,4.7938901138,10723.4527955985,0.0284996797,0.0127454442,0.0177088745,0.0079196494,3842754,False,False,(2019 LE1)
24.3,2018-01-18,0.1148222248,44.6658454472,17177160.258741176,10673392.4529971888,65823.9133083336,18.2844203634,40900.4199109476,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3797453,False,False,(2018 AO2)
22.9,2018-01-18,0.0627008984,24.3906494776,9379920.847726408,5828412.5476961104,41744.4432178363,11.5956786716,25938.3736205495,0.1563291544,0.0699125232,0.097138403,0.0434416145,3795034,False,False,(2017 YS3)
23.9,2018-01-18,0.2368410116,92.1311535124,35430910.864005292,22015747.1271333496,25004.7595616662,6.9457665449,15536.9851843031,0.0986370281,0.04411182,0.0612901888,0.0274098057,3764829,False,False,(2016 WP8)
23.0,2018-01-18,0.0318141071,12.3756876619,4759322.658111877,2957305.9676508226,88396.5244361846,24.5545901212,54926.1626420282,0.1492931834,0.0667659413,0.0927664547,0.0414864197,3797421,False,False,(2018 AF1)
30.1,2018-01-18,0.0002616219,0.1017709191,39138.078985353,24319.2745817514,36000.5242594248,10.0001456276,22369.3257544187,0.0056759685,0.0025383703,0.0035268822,0.0015772697,3797701,False,False,(2018 BD)
24.7,2018-01-18,0.1564224414,60.8483297046,23400464.053639818,14540374.1168247684,15807.255104004,4.3909041956,9822.0135950407,0.0682401509,0.0305179233,0.0424024508,0.0189629525,3799424,False,False,(2018 CS3)
26.985,2018-01-18,0.0817199294,31.7890525366,12225127.374790378,7596341.9036400964,28398.498170436,7.888471714,17645.722377069,0.0238253878,0.0106550374,0.0148044051,0.0066207312,3799772,False,False,(2018 DN3)
22.6,2018-01-18,0.0784654203,30.5230484967,11738259.745534761,7293816.3871152618,41817.5718069848,11.6159921686,25983.8128819568,0.1794898848,0.0802703167,0.1115298092,0.049877647,3797758,False,False,(2018 BQ1)
22.4,2018-01-18,0.092031266,35.800162474,13767681.36700342,8554840.508230396,71545.7273616119,19.873813156,44455.7326486638,0.1968067451,0.0880146521,0.122290004,0.0546897524,3797854,False,False,(2018 BD3)
20.7,2018-01-18,0.2890003597,112.4211399233,43233838.240353839,26864261.3702034182,35576.2901192698,9.8823028109,22105.7231577207,0.4305662442,0.1925550782,0.2675413778,0.1196481415,2004581,True,False,4581 Asclepius (1989 FC)
